index,tweet_id,timestamp,source,rating_numerator,rating_denominator,name,Full_text,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count,text_len
15,889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,13.0,10.0,Oliver,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim.  fr*ckin frightening #BarkWeek ,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,4905,23811,138
16,888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,12.0,10.0,Jim,This is Jim. He found a fren. Taught him how to sit like the good boys.  for both ,1,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,4141,27526,86
17,888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,13.0,10.0,Zeke,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.  would do my best ,1,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,3910,24170,128
18,888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,13.0,10.0,Ralphus,This is Ralphus. He's powering up. Attempting maximum borkdrive.  inspirational af ,3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,3202,18676,87
19,888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,12.0,10.0,Gerald,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.  didn't want the job anyway ,1,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,3180,20575,127
20,887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,13.0,10.0,Jeffrey,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.  h*ckin strategic ,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,4940,28564,127
21,887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,14.0,10.0,such,I've yet to rate a Venezuelan Hover Wiener. This is such an honor.  paw-inspiring af (IG: roxy.thedoxy) ,1,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,10811,43798,108
22,887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,13.0,10.0,Canela,This is Canela. She attempted some fancy porch pics. They were unsuccessful.  someone help her ,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,16549,65070,99
23,887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,13.0,10.0,None,You may not have known you needed to see this today.  please enjoy (IG: emmylouroo) ,1,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,9614,31805,88
24,887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,12.0,10.0,None,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...  would suffocate in floof ,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,5480,28945,129
25,886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,13.0,10.0,Maya,This is Maya. She's very shy. Rarely leaves her cup.  would find her an environment to thrive in ,2,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,7056,33066,101
26,886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,13.0,10.0,Mingus,"This is Mingus. He's a wonderful father to his smol pup. Confirmed , but he needs your help

",1,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,2959,11349,121
27,886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,13.0,10.0,Derek,This is Derek. He's late for a dog meeting.  pet...al to the metal ,1,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,4104,21225,71
28,886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,12.0,10.0,Roscoe,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.  deep breaths Roscoe ,1,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,2909,19982,131
29,886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,13.0,10.0,Waffles,This is Waffles. His doggles are pupside down. Unsure how to fix.  someone assist Waffles ,1,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,5802,26459,94
30,885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,12.0,10.0,Jimbo,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.  pls pet with caution ,1,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,6178,30785,140
31,885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,13.0,10.0,Maisey,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.  would pat noggin approvingly ,1,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,5875,33993,109
32,885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,13.0,10.0,None,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.  ,4,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,4021,20688,134
33,884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,12.0,10.0,Earl,"This is Earl. He found a hat. Nervous about what you think of it.  it's delightful, Earl ",1,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,16647,72985,93
34,884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,13.0,10.0,Lola,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.  you're doing great Lola ,1,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,5139,26330,118
35,884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,13.0,10.0,Kevin,This is Kevin. He's just so happy.  what is your secret Kevin ,1,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,4319,22957,66
36,884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,14.0,10.0,None,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.  (IG: itselizabethgales) ",1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,5230,25572,136
37,884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,12.0,10.0,Yogi,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.  for dangerously dapper doggo ,1,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,2749,19281,140
38,883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,12.0,10.0,Noah,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.  super good boy ,1,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,3163,20646,137
39,883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,13.5,10.0,Bella,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13. ",1,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,9078,43340,112
40,883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,13.0,10.0,Grizzwald,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.  heroic as h*ck ,1,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,3415,21455,139
41,883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,13.0,10.0,None,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...  would sneak a pat ",2,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,6098,35075,111
42,882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,13.0,10.0,Rusty,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second.  confirmed great boy ,1,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,3580,22586,108
43,882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,12.0,10.0,Gus,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.  would let steal my girl ,1,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,4498,26727,114
44,882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,13.0,10.0,Stanley,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.  Phelps is nervous (IG: stanleythe_corgi) ,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,5587,26438,136
45,882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,13.0,10.0,Alfy,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.  happy 4th Alfy 🇺🇸 ,1,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,10654,42402,114
46,882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,13.0,10.0,Koko,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired.  rest easy Koko ",1,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,4502,27717,133
47,881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,12.0,10.0,Rey,This is Rey. He's a Benebop Cumberfloof.  dangerously pettable ,1,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,3120,23005,67
48,881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,13.0,10.0,Gary,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.  would boop intensely ,1,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,9823,47873,115
49,881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,14.0,10.0,a,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds.  paw-inspiring af 
(IG: puffie_the_chow) ",1,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,14693,46746,130
50,881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,12.0,10.0,Elliot,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150.  would pet ,1,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,4835,21935,138
51,880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,13.0,10.0,Louis,This is Louis. He's crossing. It's a big deal.  h*ckin breathtaking ,1,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,2563,16130,72
52,880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,12.0,10.0,None,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...  ,1,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,3524,20130,137
53,880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,12.0,10.0,Bella,This is Bella. She had her first beach experience this morning. Complete success.  would perform a sandy boop ,1,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,5736,26952,114
54,880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,12.0,10.0,Jesse,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac.  would snug well ,1,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,3838,25529,108
55,880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,11.0,10.0,None,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho  ,1,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,3993,26123,129
56,879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,13.0,10.0,Romeo,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.  ,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,3222,21139,91
57,879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,12.0,10.0,Bailey,This is Bailey. He thinks you should measure ear length for signs of growth instead.  ,1,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,2932,22194,90
58,879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,13.0,10.0,Duddles,This is Duddles. He did an attempt.  someone help him (vid by Georgia Felici) ,1,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,40903,100055,82
59,879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,12.0,10.0,Jack,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide.  would happily get blocked by ,1,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,2883,15900,125
60,879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,11.0,10.0,Steven,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably.  would still pet ,1,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,4314,21321,132
61,879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,13.0,10.0,Beau,This is Beau. That is Beau's balloon. He takes it everywhere.  would protect at all costs ,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,2474,17967,94
62,878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,13.0,10.0,Snoopy,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs.  would love back #PrideMonth ,2,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,3759,18331,126
63,878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,13.0,10.0,Shadow,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still  tho. Help him out below

",1,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,1185,7315,140
64,878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,14.0,10.0,Emmy,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.  for all involved ,1,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,6262,39835,115
65,877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,13.0,10.0,Aja,This is Aja. She was just told she's a good dog. Suspicions confirmed.  would tell again ,2,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,17483,75179,93
66,877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,12.0,10.0,Penny,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness.  would enjoy more shampoo options ,1,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,3509,21506,139
67,877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,13.0,10.0,Dante,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome.  for water resistant good boy ",1,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,4791,25946,137
68,877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,12.0,10.0,Nelly,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him.  would give congratulatory boop ,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,5151,25667,128
69,876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,12.0,10.0,Ginger,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting.  would snug passionately ,1,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,3075,19586,125
70,876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,13.0,10.0,Benedict,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you.  super duper good boy ,1,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,2195,17779,127
71,876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,13.0,10.0,Venti,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches.  much excite ",1,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,4309,26511,140
72,875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,13.0,10.0,Goose,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level.  will steal your girl ",1,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,3945,23845,125
73,875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,13.0,10.0,Nugget,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both  would not intervene ,1,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,4538,20759,133
74,875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,12.0,10.0,None,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir.  stealthy as h*ck ,2,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True,4367,24173,115
75,874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,12.0,10.0,Cash,Meet Cash. He hath acquired a stick. A very good stick tbh.  would pat head approvingly ,1,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,4276,26391,92
76,874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,13.0,10.0,Jed,This is Jed. He may be the fanciest pupper in the game right now. Knows it too.  would sign modeling contract ,1,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,3799,24688,114
77,874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,12.0,10.0,None,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you...  ",1,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,3680,21549,129
78,874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,13.0,10.0,Sebastian,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.  #PrideMonth puppo ",2,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,9518,32600,139
79,873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,13.0,10.0,None,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too.  would hug firmly ",1,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True,3631,22989,135
80,873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,12.0,10.0,Sierra,"This is Sierra. She's one precious pupper. Absolute . Been in and out of ICU her whole life. Help Sierra below

",1,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,1475,6806,140
81,872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,12.0,10.0,None,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad.  good to go doggo ,2,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,5035,25950,132
82,872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,13.0,10.0,None,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All  ",3,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,3448,14005,140
83,872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,13.0,10.0,Monkey,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana.  love is love is love... ,1,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,3389,19710,116
84,872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,12.0,10.0,None,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys...  ,1,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,8392,38748,133
85,872122724285648897,2017-06-06 16:07:15+00:00,Twitter for iPhone,12.0,10.0,Kody,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still  would happily get dunked on ,1,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,7519,32672,126
86,871879754684805121,2017-06-06 00:01:46+00:00,Twitter for iPhone,13.0,10.0,Lassie,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner.  ,1,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,10248,35843,136
87,871762521631449091,2017-06-05 16:15:56+00:00,Twitter for iPhone,12.0,10.0,Rover,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter.  ,2,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,3241,19272,134
88,871515927908634625,2017-06-04 23:56:03+00:00,Twitter for iPhone,12.0,10.0,Napolean,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids.  great doggo ,2,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,3237,19213,140
89,871032628920680449,2017-06-03 15:55:36+00:00,Twitter for iPhone,13.0,10.0,Boomer,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style.  simply breathtaking ",1,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False,3571,21675,136
90,870804317367881728,2017-06-03 00:48:22+00:00,Twitter for iPhone,11.0,10.0,None,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe.  ,1,home_theater,0.16829000000000002,False,sandbar,0.0980404,False,television,0.07972939999999999,False,5778,32083,136
91,870656317836468226,2017-06-02 15:00:16+00:00,Twitter for iPhone,13.0,10.0,Cody,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 

Help Cody here: ",4,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True,2470,11798,138
92,870374049280663552,2017-06-01 20:18:38+00:00,Twitter for iPhone,13.0,10.0,Zoey,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it.  ,1,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True,24709,79103,139
